,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,movie_id
0,poseyfan,"A scene between an intelligent raccoon, a rabbit with artificial legs, a walrus with wheels and an otter with metal arms made me cry",9/10,10 May 2023,"Guardians of the Galaxy Volume 3 is chaotic, weird and oftentimes ridiculous, but it is also full of heart, emotion and great themes.I must say that it's the best Marvel movie since Endgame. That's not necessarily too hard though. It just needed to surpass No Way Home; which had some amazing high moments, but it was lazy in others. Marvel was in desperate need of a hit, and they've finally got it.Highlights:Every member of the crew got their time to shine. Rocket was definitely the one who stood out though. When he sees his friend die, then wail in pain from grief? That made me bawl. And when the High Evolutionary mocks him? Man. Heavy stuff. He proceeds to rip off his face, but the other two of his friends are shot as well. Thus, Rocket's traumatic pastime is revealed.Chukwudi Iwuji was fantastic as the villain. At certain points he was downright terrifying. I really liked this line: ""There is no God, that's why I took his place."" He was a convincing villain.The moment when Star-lord screams in agony for Rocket to live, is the moment that resonated with me the most. He has lost many people close to him and he can't stand to lose anyone else.Gamora 2 gets a lot of character development and I'm glad she didn't kiss Quill at the end. That would have felt a little cheap.Drax, Mantis, Nebula, Adam Warlock and others also got their own moments as well. I'm surprised nobody died to be honest.One of the only problems I had with the movie was the humor. A lot of the time it was good or passable, but other times it undercut really emotional scenes.I could say a lot more, but this review is already very long.9/10 for me.",Guardians of the Galaxy,6791350
1,ta-98251,A Fitting and Heartfelt End to the Trilogy,8/10,4 May 2023,"Having sat through some phase 4 films that failed to inspire... Guardians feels like a breath of fresh air. It's less a run of the mill superhero film and more a out of world space adventure handled with care by James Gunn.At its heart, Guardians of the Galaxy: Volume 3 is a story about family, loss and technology all of which are prominent in today's zeitgeist. These themes sometimes cause you to forget that you are watching a Marvel movie. The movie's backstory is dark but it helps to hammer home the themes and the villain.The universe is full of characters that are both weird (sometimes very weird) and unique when compared to the rest of the MCU. That's mostly a good thing. Despite the movie being dark at times, there is also a lot of humour which fits especially well with the Guardians of the Galaxy franchise when compared to other Marvel franchises. The action and of course the music was up to level we now expect from Guardians of the Galaxy movies. This is one of the better Post Endgame movies and a fitting end to the trilogy.",Guardians of the Galaxy,6791350
2,jace_the_film_guy,One of the Best MCU Trilogies,9/10,8 May 2023,"Up to this point, there has been one trilogy in the MCU that has been excellent from start to finish. It's time to add another one to that list. ""Guardians of the Galaxy Vol. 3"" is a more than fitting conclusion to the narrative of these characters. James Gunn (writer/director) took his time creating connections and depth to each of the individual story-arcs.While recent films in the MCU have felt like ""filler episodes"" whose purpose is solely to set up a future entry in the franchise, this film stands on its own. The story is isolated, which gives the illusion of finality. In more ways than one, ""Guardians 3"" is a unique entry in an otherwise convoluted extended film universe.The filmmakers were not afraid to take their time telling this story, which caused the film to drag at times. Though it felt lengthy at 2 hours and 30 minutes, I do not know what they could have cut out. In typical superhero movie fashion, the climactic battle had plenty of explosions to go around.Between the villains and the bickering within the Guardians, there was an excessive amount of yelling in this movie. A headache was imminent, as much of the third act was screaming match after screaming match. While these scenes were emotionally heavy, the yelling distracted a bit from the strong acting.""Guardians of the Galaxy Vol. 3"" is one of the better entries in the Marvel Cinematic Universe since ""Avengers: Endgame"". Though more chaotic than the other two films in the trilogy, it is a beautiful conclusion to the Guardians' story. Boasting stellar set pieces, an excellent soundtrack and perfect chemistry between cast members, this is a film that I am eager to re-watch.Best Character: Drax
Best Quote: ""She is to us.""
Best Scene: Infiltrating Orgocorp
Best Piece of Score: ""I Love You Guys""",Guardians of the Galaxy,6791350
3,ragingbull_2005,Outstanding emotional payoff.,8/10,3 September 2023,"This packed an emotional wallop.It had old favorites and new & equally memorable additions and was powered by an awesome sound track and the exchanges and dialogues full of fresh wit.It had an eclectic group of friends, trying to save one of them. It had a heart- rending back story.It had a meaner villain than almost every other Marvel studio film, since the Endgame.It did not have a pack of super heroes confronting the next existential threat for all of mankind.It is an almost perfect sendoff to the guardians. It is a James Gunn signature creation, with his creative imprint on the the look, feel and hear of every frame.I had postponed seeing this until now as every other Marvel film, except the second Black Panther, seemed to be derivative of every other film with only minor tweaks.This easily tops ALL of them, by some distance. LOVED IT.",Guardians of the Galaxy,6791350
4,gcsman,"This is one of the best MCU movies, hands down",9/10,7 May 2023,"""There is no God. That's why I stepped in."" I have to admit, this is one of THE best lines ever spoken by a supervillain - it concisely captures their whole reason for being. (Seems like that would have been a perfect thing for Thanos to say.) Oddly though, for once there's no real backstory for the High Evolutionary, as there usually is for Marvel villains, but that might have been just too much material. Quite appropriately, all the attention is really on our scruffy, argumentative, and lovable heros, the Guardians.I liked that all of them, this time around, get their well deserved fair share of screen time, and if doing that means sitting through a pretty long movie, then fine. Mantis and Nebula in particular are better characters than they were before, Quill and Gamora and Drax are as good as ever, and the choice to make Rocket and his very extended backstory the mainspring of the plot was clever -- and by the end, it carried real weight. Rocket is now elevated to a tragic, substantial figure at practically the same level as Spider-Man, and that's saying a lot.The whole Guardians series owes director James Gunn bigtime, and it's a shame to see him move on (but I'm looking forward to seeing what he'll be able to do over at DC). He set in motion a group of characters that really worked, and this 3rd instalment builds very effectively on top of its predecessors. Going in to the theater I knew what I expected out of them, but we got more than that. That's a big compliment.At the same time, what was done with Warlock and High Evolutionary was kind of odd, in the end. I was disappointed that Warlock especially was kind of trivialized. He's capable of becoming a major character if they would just follow the path set out in the original comics. That one criticism aside, this is still one of the MCU's best and we can thank them for letting James Gunn do what he had in mind.",Guardians of the Galaxy,6791350
5,AfricanBro,I am groot,8/10,3 May 2023,"Firstly Adam warlock's intro was marvelous, which made me hate Kang's depiction in Quantumania even more because Adam seems way more hardcore than Kang was shown(shown, not talked about). Same with the high evolutionary, they delivered on their reputation.Now the movie as a whole, I loved even more. It's lively and emotional, alternates between the two and some times blends them. Serving as a farewell to a beloved band of misfits who became family, and I don't recall ever feeling this connected to their characters before. Rocket takes the spotlight but everybody else is great as well, both antagonist and protagonist.Second half is chaotic, but I loved it. The movie in general is very emotional but packed with great action as well, with most of it in the last third of the movie. Adam warlock felt like a waste, he's portrayed as a really strong character yet felt like he's in the sidelines for the whole movie; just popping up here and there then disappears. He deserved a better character arc after his introduction, but hopefully we'll be seeing more of him. I thought the third act was predictable though, especially his and mantis's role in it, like ""oh mantis/warlock would be very convenient for this scenario"" and a few moments later he/she pops up.I think the best quality is that it's one of the few superhero movies I felt invested in the characters in a while. The movie focuses on the emotional aspect of it more instead of the plot and looking cool, even though that's a prevalent theme of the movie. I wasn't expecting it to enjoy it as much despite looking forward to it, thought it'd be another case of superhero burnout. It's sad and well made farewell to the guardians of the galaxy... as we know them. Oh and I forgot to mention it's pretty funny.",Guardians of the Galaxy,6791350
6,breneff,A Beautifully Dark and Goofy Goodbye,9/10,3 May 2023,"This. This is what I've wanted. Yeah some of the jokes are a bit too silly and the tone is a bit confusing at times. But the end result for me is probably the most heartfelt emotional reaction from me to a comic book movie since Endgame. It's not a perfect film, I am conflicted with what the did with Adam Warlock. And the main villain is a little hammy. But the personal relationship between the guardians and where they take them is dark, heartbreaking, and also beautiful. This is also the best performance from Chris Pratt probably his entire time playing this character. But the person who steals the show is Rocket. I don't know how but they need to change the rules degree voice acting performances can be nominated for Oscars because it was incredible. This is the most emotionally satisfying experience I've had with the MCU in a very long time. And every critic who is saying that the movie is too schmaltzy or sappy... doesn't understand how much these characters not only mean to people but also James Gunn. This isn't just a final chapter of a story, it's a goodbye to a set of characters and films that changed the landscape of not only the tone and vibe of superhero movies but also changed the fact that weird unknown characters who have strange stories can be highlighted in these films.",Guardians of the Galaxy,6791350
7,georgewhittingham1,A perfect send off for the Guardians,9/10,3 May 2023,"A near perfect end to an incredible Marvel trilogy.Guardians of the Galaxy 3 is one of the best Marvel movies ever produced, and on par if not succeeding the first installment. (I personally didn't think number 2 was good at all)The humour is brilliant, the storyline perfectly paced, each character gets their time on screen, the world building was wonderful, the action fantastic, and the CGI far better than some of the more recent Marvel additions. As always, the music was excellent.This entry focuses heavily on our beloved Rocket, and being the final piece of the Guardians Galaxy trilogy, pulls a lot of character arcs almost full circle.Our bad guy, an actor I'm unfamilar with, was the perfect villain, and from a quick search on imdb he is finally being recognised and is cast in a number of popular TV shows. This is also a tear jerker of a movie, so don't be surprised if you find yourself weeping throughout several points of the film.You won't be dissapointed with this final addition to the Guardians, but you may feel a little sad that it has now come to an end.",Guardians of the Galaxy,6791350
8,josephbannister,Best Marvel film this year,10/10,4 May 2023,"It all leads back to where we once started off as all great trilogies have indicated from the past. But GOTG surpasses expectations with what is nothing short of phenomenal performances by the cast and truly well written and does not shy away from what could only be understood from what requires a sense of maturity to understand. Rockets back story alone is on occasion dark and incredibly sad it had me in tears at a few instances during the film. Honestly I did not expect this, James Gunn yet again provides an absolutely beautiful piece of cinematography and I have to say I really hope in the future they dive back into the story of the colony . With Adam warlock finally in the MCU it's most likely there will be some cameos. But it does deliver in the traditional guardians humor but this film is meant about more for the mature audience of marvel. Trust me this is a great film.
                
                    674 out of 867 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Guardians of the Galaxy,6791350
9,coasteraddict-16796,I Cried Four Times,10/10,10 May 2023,"I'm not one to cry at movies often, but this one broke me. Four is merely an estimate. I spent the entire last hour of the film in and out of tears. Guardians of the Galaxy Vol. 3 is an unexpected masterpiece, and a work of art that absolutely broke me.From the soundtrack, to the writing, to the characters, to the use of flashbacks, this movie is about as close to perfection as it gets. Having already established all of the characters, it managed to be heart-wrenching all the way through. This movie leaves a bittersweet taste in your mouth, and with so much to think about. It manages to make 2 and 1/2 hours feel ten times as short. I never expected to fall in love with this movie, but it got to me in such a visceral way that I'll never forget the experience of seeing it.The best marvel film, ever. 10/10.
                
                    344 out of 446 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Guardians of the Galaxy,6791350
